carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Vehicle repair workshop / garage,default,workshop_equipment,compressed_air_optimisation,,commercial,Air tools/lifts; leaks and pressure management,[REF_CT_MANUF] Carbon Trust guidance on compressed air,medium
Vehicle repair workshop / garage,default,workshop_equipment,controls_vsds,,commercial,Timers/interlocks on extraction and compressors,engineering judgement,low
Vehicle repair workshop / garage,default,workshop_equipment,inverter_welding_equipment,,commercial,MIG/spot welders in body repair,[REF_LINCOLN_INVERTER] Manufacturer efficiency literature,medium
Wafer Fabrication,default,bulk_gases_cda,compressed_air_optimisation,,commercial,CDA leak/pressure optimisation; large continuous load,engineering judgement,high
Wafer Fabrication,default,bulk_gases_cda,controls_vsds,,commercial,N2 plant and compressor sequencing,engineering judgement,medium
Wafer Fabrication,default,bulk_gases_cda,waste_heat_recovery_process,,commercial,Compressor heat recovery,engineering judgement,medium
Wafer Fabrication,default,chilled_water_plant,controls_vsds,,commercial,"Chiller sequencing, condenser water reset, free cooling",engineering judgement,high
Wafer Fabrication,default,chilled_water_plant,heat_recovery_heat_pump,8-9,commercial,Heat-recovery chillers supplying site hot water,[intel_heat_recovery] Intel heat-recovery chiller use,medium
Wafer Fabrication,default,cleanroom_hvac,controls_vsds,,commercial,"Recirculation fan/AHU optimisation, filter pressure management",engineering judgement,high
Wafer Fabrication,default,cleanroom_hvac,fab_low_grade_heat_recovery,9,commercial,"Makeup air heating from process cooling water/heat-recovery chillers, offsetting gas boilers",[intel_heat_recovery] Intel fab heat recovery deployment,medium
Wafer Fabrication,default,cleanroom_hvac,heat_pump_below_100,9,commercial,Replace gas-fired reheat/humidification heat with heat pumps,engineering judgement,medium
Wafer Fabrication,default,cleanroom_hvac,heat_recovery_heat_pump,8-9,commercial,Upgrade 30-40C fab waste heat for HVAC duties,[intel_heat_recovery] Heat-recovery chillers at fabs,medium
Wafer Fabrication,default,exhaust_abatement,controls_vsds,,commercial,Scrubber and exhaust fan VSDs,engineering judgement,medium
Wafer Fabrication,default,exhaust_abatement,low_gwp_process_gas_substitution,3,speculative,Reduces abatement duty at source; lab stage,[acs_lowgwp_2025] Low-GWP gas research,low
Wafer Fabrication,default,exhaust_abatement,pfc_point_of_use_abatement,9,commercial,POU abatement standard for new tools; electric plasma variants avoid abatement fuel gas,[wsc_pfc_2012] WSC PFC best practice guidance,high
Wafer Fabrication,default,process_tools,controls_vsds,,commercial,"Tool idle-mode/energy management (SEMI S23-type measures); limited retrofit scope, OEM-controlled",engineering judgement,low
Wafer Fabrication,default,process_tools,low_gwp_process_gas_substitution,3,speculative,Lab-stage etch gas alternatives; per-recipe requalification,[acs_lowgwp_2025] Low-GWP CF4 replacement etch study,low
Wafer Fabrication,default,site_services,electrode_boiler,9,commercial,Replace residual site gas boilers,engineering judgement,medium
Wafer Fabrication,default,site_services,heat_pump_below_100,9,commercial,Office/amenity heating and hot water,engineering judgement,medium
Wafer Fabrication,default,site_services,onsite_solar_pv,,commercial,Roof/car park PV; small share of fab demand,engineering judgement,high
Wafer Fabrication,default,ultrapure_water,controls_vsds,,commercial,Pump VSDs and RO train optimisation,engineering judgement,medium
Wafer Fabrication,default,ultrapure_water,heat_pump_below_100,9,commercial,Hot UPW/DI heating via heat pump instead of gas/electric resistance,engineering judgement,low
Wafer Fabrication,default,ultrapure_water,waste_heat_recovery_process,,commercial,Recover heat from reject/drain streams,engineering judgement,low
Works,default,machine_drive,compressed_air_optimisation,,commercial,"Leaks, pressure, VSD compressors",[REF_CT_MANUF] Carbon Trust manufacturing guide,high
Works,default,machine_drive,controls_vsds,,commercial,VSDs and motor management,[REF_CT_MANUF] Carbon Trust manufacturing guide,high
Works,default,other_process,controls_vsds,,commercial,Controls/drives on miscellaneous plant,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Works,default,other_process,waste_heat_recovery_process,,commercial,Opportunistic heat recovery,engineering judgement,low
Works,default,process_cooling,controls_vsds,,commercial,Chiller and pump optimisation,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Works,default,process_cooling,heat_recovery_heat_pump,8-9,commercial,Reject heat to space/water heating,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Works,default,process_heating,biomethane_fuel,8-9,commercial,Drop-in for gas-fired plant,engineering judgement,low
Works,default,process_heating,electric_resistance_oven_furnace,8-9,commercial,Electric ovens/furnaces at works scale,[REF_DESNZ_ELEC] Resistance heating TRL 9,high
Works,default,process_heating,h2_kiln_furnace_burner,5-8,prospective,Depends on H2 availability,engineering judgement,low
Works,default,process_heating,htp_heat_pump_100_150,8-9,demonstration,Low-temp duties only,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
Works,default,process_heating,induction_heating,9,commercial,Metal heat treatment/forging duties,[REF_DESNZ_ELEC] DESNZ/ERM electrification report,medium
Works,default,process_heating,waste_heat_recovery_process,,commercial,Furnace/oven exhaust recuperation,[REF_CT_MANUF] Carbon Trust manufacturing guide,medium
Works,default,site_services,controls_vsds,,commercial,BMS and ventilation controls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Works,default,site_services,led_high_bay_lighting,,commercial,High-bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Works,default,site_services,onsite_solar_pv,,commercial,Roof PV subject to structure/connection,engineering judgement,low
Works,default,space_heating,air_to_air_hp_warm_air,9,commercial,Replaces gas warm-air unit heaters,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Works,default,space_heating,ashp_space_heating_industrial,9,commercial,Air-to-water ASHP with suitable emitters,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Works,default,space_heating,building_fabric_upgrade,,commercial,Fabric first before plant replacement,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Works,default,space_heating,destratification_radiant_conversion,,commercial,Destrat plus zoned radiant in tall halls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Works,default,space_heating,electric_radiant_space_heating,,commercial,Zone IR for high-bay areas,[REF_ECA_RADIANT] ETL radiant heating datasheet,medium
Works,default,steam_hot_water,biomass_boiler,9,commercial,Fuel logistics and permitting constraints,engineering judgement,low
Works,default,steam_hot_water,biomethane_fuel,8-9,commercial,Drop-in via certified grid gas,engineering judgement,low
Works,default,steam_hot_water,electrode_boiler,9,commercial,Like-for-like electric steam/hot water,[REF_DESNZ_ELEC] Electric boilers TRL 9,high
Works,default,steam_hot_water,h2_boiler,7-9,prospective,Awaits H2 supply,engineering judgement,low
Works,default,steam_hot_water,htp_heat_pump_100_150,8-9,demonstration,LP steam/hot water under ~150C,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
Works,default,steam_hot_water,thermal_storage_power_to_heat,7-9,demonstration,Off-peak power-to-heat with storage,engineering judgement,low
Works,default,surface_treatment,electric_infrared_drying,,commercial,IR boost/cure replacing gas convection zones,engineering judgement,low
Works,default,surface_treatment,electric_powder_coating_oven,9,commercial,Electric cure ovens for powder lines,[REF_RELIANT_OVENS] Supplier gas vs electric oven comparison,medium
Works,default,surface_treatment,heat_pump_below_100,9,commercial,Heated pre-treatment/plating baths under 100C,[REF_DESNZ_ELEC] Low-temp heat pump duties per DESNZ/ERM,medium
Works,default,surface_treatment,uv_cure_coatings,,commercial,UV-curable wet coatings for parts; line-of-sight limits,[REF_RADTECH] RadTech UV/EB curing overview,medium
Works,default,surface_treatment,waste_heat_recovery_process,,commercial,Oven exhaust and bath heat recovery,engineering judgement,low
Workshop,default,machining_metalworking,compressed_air_optimisation,,commercial,Air tools common in metalworking; leaks and pressure set-point,[REF_CT_MANUF] Carbon Trust manufacturing guide covers compressed air,high
Workshop,default,machining_metalworking,controls_vsds,,commercial,"VSDs, motor management and idle shutdown on machine tools and extraction",[REF_CT_MANUF] Carbon Trust manufacturing guide covers motor/drive measures,high
Workshop,default,machining_metalworking,inverter_welding_equipment,,commercial,Fabrication welding sets replaced with inverter units,[REF_LINCOLN_INVERTER] Manufacturer efficiency literature,medium
Workshop,default,other_process,controls_vsds,,commercial,Controls and drives on miscellaneous process plant,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Workshop,default,other_process,waste_heat_recovery_process,,commercial,Opportunistic heat recovery where thermal loads exist,engineering judgement,low
Workshop,default,process_cooling,controls_vsds,,commercial,"Chiller set-point optimisation, VSD pumps/fans",[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Workshop,default,process_cooling,heat_recovery_heat_pump,8-9,commercial,Recover chiller reject heat to space/water heating,[REF_CT_HVAC] Carbon Trust HVAC guide covers heat recovery,medium
Workshop,default,process_heating,biomethane_fuel,8-9,commercial,Drop-in for existing gas-fired equipment,engineering judgement,low
Workshop,default,process_heating,electric_resistance_oven_furnace,8-9,commercial,Small electric ovens/furnaces standard products at workshop scale,[REF_DESNZ_ELEC] DESNZ/ERM rates resistance heating TRL 9,high
Workshop,default,process_heating,htp_heat_pump_100_150,8-9,demonstration,Low-temperature process heat only,[REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM,medium
Workshop,default,process_heating,induction_heating,9,commercial,"Where load is conductive metal (brazing, hardening, billet heating)",[REF_DESNZ_ELEC] DESNZ/ERM covers induction as established,medium
Workshop,default,process_heating,waste_heat_recovery_process,,commercial,Oven/furnace exhaust recuperation,[REF_CT_MANUF] Carbon Trust manufacturing guide covers heat recovery,medium
Workshop,default,site_services,controls_vsds,,commercial,"BMS, ventilation VSDs, out-of-hours shutdown",[REF_CT_HVAC] Carbon Trust HVAC guide covers controls,high
Workshop,default,site_services,led_high_bay_lighting,,commercial,High-bay LED plus occupancy controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Workshop,default,site_services,onsite_solar_pv,,commercial,Shed roofs generally suit PV; structural and export limits,engineering judgement,low
Workshop,default,space_heating,air_to_air_hp_warm_air,9,commercial,Direct swap for gas warm-air unit heaters; no wet system needed,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Workshop,default,space_heating,ashp_space_heating_industrial,9,commercial,Air-to-water ASHP with AHU coils/fan convectors sized for fabric loss,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Workshop,default,space_heating,building_fabric_upgrade,,commercial,Insulation/air-tightness reduces demand and enables heat pump sizing,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Workshop,default,space_heating,destratification_radiant_conversion,,commercial,Destrat fans plus zoned radiant cut demand in tall spaces,[REF_CT_HVAC] Carbon Trust HVAC guide covers destratification,high
Workshop,default,space_heating,electric_radiant_space_heating,,commercial,"Spot/zone IR for high-bay, intermittently occupied areas",[REF_ECA_RADIANT] ETL radiant heating datasheet for high-bay buildings,medium
